"","disease","state_name","percent_decline","accrual_years","accrual_label","baseline_coverage","cases","additional_cases","cases_per_100k","additional_cases_per_100k","hospitalizations","additional_hospitalizations","hospitalizations_per_100k","additional_hospitalizations_per_100k","deaths","additional_deaths","deaths_per_100k","additional_deaths_per_100k","workdays_lost","additional_workdays_lost","workdays_lost_per_100k","additional_workdays_lost_per_100k","productivity_cost","additional_productivity_cost","productivity_cost_per_100k","additional_productivity_cost_per_100k","hospitalization_cost","additional_hospitalization_cost","hospitalization_cost_per_100k","additional_hospitalization_cost_per_100k","total_cost","additional_total_cost","total_cost_per_100k","additional_total_cost_per_100k"
"211","Rotavirus","Colorado",0,1,"1 Year",0.705,9261.12721515947,0,2935.6601943638,0,132.43411917678,0,41.9799407794023,0,0.0685323413921801,0,0.0217238854382921,0,46305.6360757974,0,14678.300971819,0,9261127.21515948,0,2935660.1943638,0,1157474.20160506,0,366904.682411976,0,10418601.4167645,0,3302564.87677578,0
"212","Rotavirus","Colorado",0,5,"5 Years",0.705,9261.12721515947,0,2935.6601943638,0,132.43411917678,0,41.9799407794023,0,0.0685323413921801,0,0.0217238854382921,0,46305.6360757974,0,14678.300971819,0,9261127.21515948,0,2935660.1943638,0,1157474.20160506,0,366904.682411976,0,10418601.4167645,0,3302564.87677578,0
"213","Rotavirus","Colorado",1,1,"1 Year",0.705,9279.76234586051,18.6351307010318,2941.56729510271,5.9071007389076,132.700601545805,0.266482369024772,42.0644123199687,0.084471540566384,0.0686702413593678,0.000137899967187632,0.02176759798376,4.37125454679153e-05,46398.8117293025,93.1756535051609,14707.8364755135,29.5355036945386,9279762.34586051,18635.1307010315,2941567.29510271,5907.10073890751,1159803.25751034,2329.05590527644,367642.963676526,738.281264550177,10439565.6033708,20964.1866063084,3309210.25877923,6645.38200345784
"214","Rotavirus","Colorado",1,5,"5 Years",0.705,9352.42950250751,91.3022873480386,2964.60186468048,28.9416703166826,133.739741885857,1.30562270907697,42.3938066649309,0.413865885528567,0.0692079783185556,0.000675636926375484,0.0219380537986356,0.000214168360343451,46762.1475125376,456.511436740191,14823.0093234024,144.708351583412,9352429.50250751,91302.2873480376,2964601.86468048,28941.6703166823,1168885.34408239,11411.1424773326,370521.870251496,3617.18783951964,10521314.8465899,102713.429825371,3335123.73493198,32558.8581562022
"215","Rotavirus","Colorado",2,1,"1 Year",0.705,9298.20727178899,37.0800566295129,2947.41410333439,11.7539089705877,132.964363986583,0.530244809802042,42.1480216776817,0.168080898279406,0.0688067338112385,0.000274392419058397,0.0218108643646745,8.69789263823493e-05,46491.0363589449,185.400283147566,14737.0705166719,58.7695448529389,9298207.27178899,37080.0566295125,2947414.10333439,11753.9089705875,1162108.54124273,4634.33963766973,368373.709462938,1469.02705096197,10460315.8130317,41714.3962671831,3315787.81279732,13222.9360215498
"216","Rotavirus","Colorado",2,5,"5 Years",0.705,9439.25504832305,178.127833163579,2992.12446455227,56.4642701884739,134.98134719102,2.54722801423918,42.7873798430975,0.807439063695179,0.0698504873575906,0.00131814596541048,0.0221417210376868,0.000417835599394706,47196.2752416153,890.639165817891,14960.6223227614,282.321350942369,9439255.04832305,178127.833163578,2992124.46455227,56464.2701884737,1179736.97444951,22262.7728444505,373961.699828672,7057.0174166959,10618992.0227726,200390.606008029,3366086.16438094,63521.2876051696
"217","Rotavirus","Colorado",3,1,"1 Year",0.705,9316.46489022778,55.3376750683019,2953.20153746086,17.5413430970621,133.225447930257,0.791328753476733,42.2307819856903,0.250841206287994,0.0689418401876856,0.000409498795505434,0.0218536913772104,0.00012980593891826,46582.3244511389,276.68837534151,14766.0076873043,87.7067154853107,9316464.89022778,55337.6750683002,2953201.53746086,17541.3430970616,1164390.41491045,6916.21330538671,369097.034554933,2192.35214295708,10480855.3051382,62253.8883736879,3322298.57201579,19733.695240019
"218","Rotavirus","Colorado",3,5,"5 Years",0.705,9521.92522967066,260.798014511187,3018.32986644393,82.6696720801303,136.16353078429,3.72941160750997,43.1621170901482,1.18217631074586,0.0704622466995629,0.00192990530738278,0.0223356410116851,0.000611755573392963,47609.6261483533,1303.99007255593,15091.6493322196,413.348360400651,9521925.22967066,260798.014511187,3018329.86644393,82669.6720801302,1190069.2590547,32595.0574496372,377236.903367895,10332.2209559189,10711994.4887254,293393.071960824,3395566.76981182,93001.8930360489
"219","Rotavirus","Colorado",4,1,"1 Year",0.705,9334.53803991341,73.410824753937,2958.93049732571,23.2703029619099,133.483893970762,1.0497747939813,42.3127061117576,0.332765332355311,0.0690755814953593,0.000543240103179132,0.0218960856802102,0.000172200241918132,46672.6901995671,367.054123769689,14794.6524866285,116.35151480955,9334538.03991341,73410.8247539364,2958930.49732571,23270.3029619097,1166649.23330446,9175.03169939644,369813.051416762,2908.36900478538,10501187.2732179,82585.8564533331,3328743.54874247,26178.6719666951
"220","Rotavirus","Colorado",4,5,"5 Years",0.705,9600.73138108746,339.604165927985,3043.31041971898,107.65022535518,137.290458749551,4.8563395727702,43.5193390019814,1.53939822257907,0.0710454122200472,0.00251307082786709,0.0225204971059204,0.000796611667628328,48003.6569054373,1698.02082963993,15216.5520985949,538.251126775899,9600731.38108746,339604.165927986,3043310.41971898,107650.22535518,1199918.60947107,42444.4078660114,380359.022877317,13454.340465341,10800649.9905585,382048.573793998,3423669.4425963,121104.565820521
"221","Rotavirus","Colorado",5,1,"1 Year",0.705,9352.42950250751,91.3022873480386,2964.60186468048,28.9416703166826,133.739741885857,1.30562270907697,42.3938066649309,0.413865885528567,0.0692079783185556,0.000675636926375484,0.0219380537986356,0.000214168360343451,46762.1475125376,456.511436740191,14823.0093234024,144.708351583412,9352429.50250751,91302.2873480376,2964601.86468048,28941.6703166823,1168885.34408239,11411.1424773326,370521.870251496,3617.18783951964,10521314.8465899,102713.429825371,3335123.73493198,32558.8581562022
"222","Rotavirus","Colorado",5,5,"5 Years",0.705,9675.93822490851,414.811009749032,3067.15003800948,131.489843645682,138.365916616192,5.93179743941116,43.8602455435356,1.88030476413325,0.0716019428643229,0.00306960147214283,0.0226969102812702,0.000973024842978042,48379.6911245425,2074.05504874515,15335.7501900474,657.449218228407,9675938.22490851,414811.009749031,3067150.03800948,131489.843645681,1209318.11122551,51843.9096204534,383338.546050501,16433.8636385245,10885256.336134,466654.919369485,3450488.58405998,147923.707284206
"223","Rotavirus","Colorado",6,1,"1 Year",0.705,9370.14200402403,109.014788864557,2970.21650363712,34.5563092733246,133.993030657544,1.55891148076319,42.4740960020109,0.494155222608548,0.0693390508297778,0.000806709437597725,0.0219796021269147,0.000255716688622603,46850.7100201202,545.073944322787,14851.0825181856,172.781546366623,9370142.00402403,109014.788864557,2970216.50363712,34556.3092733245,1171099.08794693,13624.8863418701,371223.599057575,4318.91664559865,10541241.091971,122639.675206427,3341440.1026947,38875.225918923
"224","Rotavirus","Colorado",6,5,"5 Years",0.705,9747.78684206713,486.65962690766,3089.92514092216,154.264946558361,139.39335184156,6.95923266477953,44.1859295151869,2.20598873578455,0.0721336226312968,0.00360128123911668,0.022865446042824,0.00114156060453187,48738.9342103357,2433.2981345383,15449.6257046108,771.324732791803,9747786.84206714,486659.62690766,3089925.14092216,154264.94655836,1218297.89509523,60823.693490173,386185.023962733,19280.341550757,10966084.7371624,547483.320397833,3476110.16488489,173545.288109118
"225","Rotavirus","Colorado",7,1,"1 Year",0.705,9387.67821621386,126.55100105438,2975.77526110687,40.1150667430755,134.243798491858,1.80967931507766,42.5535862338283,0.573645454425986,0.0694688187999825,0.000936477407802408,0.0220207369321909,0.000296851493898757,46938.3910810693,632.755005271902,14878.8763055344,200.575333715378,9387678.21621386,126551.00105438,2975775.26110687,40115.0667430754,1173290.79881884,15816.5972137786,371918.343683659,5013.66127168309,10560969.0150327,142367.598268159,3347693.60479053,45128.7280147585
"226","Rotavirus","Colorado",7,5,"5 Years",0.705,9816.49725361922,555.370038459743,3111.70547234895,176.045277985147,140.375910726755,7.94179154997434,44.4973882545899,2.51744747518761,0.0726420796767822,0.00410973828460209,0.0230266204953822,0.00130273505709009,49082.4862680961,2776.85019229872,15558.5273617447,880.226389925736,9816497.25361922,555370.038459742,3111705.47234895,176045.277985147,1226885.45975184,69411.2581467757,388907.173345116,22002.4909331397,11043382.7133711,624781.296606518,3500612.64569406,198047.768918286
"227","Rotavirus","Colorado",8,1,"1 Year",0.705,9405.04075790833,143.913542748855,2981.27896722615,45.6187728623497,134.492082838089,2.05796366130863,42.6322892313339,0.652348451931605,0.0695973016085216,0.00106496021634152,0.0220614643574735,0.000337578919181386,47025.2037895416,719.567713744269,14906.3948361307,228.093864311747,9405040.75790833,143913.542748854,2981278.96722615,45618.7728623494,1175460.8040049,17986.6023998375,372606.207881858,5701.52546988223,10580501.5619132,161900.145148691,3353885.17510801,51320.2983322315
"228","Rotavirus","Colorado",8,5,"5 Years",0.705,9882.27067122934,621.143456069862,3132.55481384263,196.894619478829,141.31647059858,8.88235142179903,44.7955338379496,2.81559305854726,0.0731288029670971,0.00459646157491697,0.0231809056224354,0.00145702018414333,49411.3533561467,3105.71728034931,15662.7740692131,984.473097394145,9882270.67122934,621143.456069861,3132554.81384263,196894.619478829,1235105.95303158,77631.7514265233,391512.965743679,24608.283331703,11117376.6242609,698775.207496384,3524067.77958631,221502.902810532
"229","Rotavirus","Colorado",9,1,"1 Year",0.705,9422.232196323,161.104981163529,2986.72843576981,51.0682414060067,134.737920407419,2.30380123063847,42.7102166315082,0.730275852105896,0.0697245182527902,0.00119217686061011,0.0221017904246966,0.000377904986404449,47111.160981615,805.524905817649,14933.642178849,255.341207030034,9422232.19632301,161104.98116353,2986728.43576981,51068.2414060068,1177609.42436084,20135.2227557802,373287.293359382,6382.61094740553,10599841.6206838,181240.20391931,3360015.72912919,57450.8523534124
"230","Rotavirus","Colorado",9,5,"5 Years",0.705,9945.29146510779,684.164249948311,3152.53160842799,216.871414064194,142.217667951041,9.78354877426085,45.0812020005203,3.10126122111797,0.0735951568417976,0.00506281544961751,0.0233287339023671,0.00160484846407503,49726.4573255389,3420.82124974156,15762.65804214,1084.35707032097,9945291.46510779,684164.249948312,3152531.60842799,216871.414064194,1242982.4178921,85508.2162870397,394009.705484547,27105.023072571,11188273.8829999,769672.466235353,3546541.31391254,243976.437136765
"231","Rotavirus","Colorado",10,1,"1 Year",0.705,9439.25504832305,178.127833163579,2992.12446455227,56.4642701884739,134.98134719102,2.54722801423918,42.7873798430975,0.807439063695179,0.0698504873575906,0.00131814596541048,0.0221417210376868,0.000417835599394706,47196.2752416153,890.639165817891,14960.6223227614,282.321350942369,9439255.04832305,178127.833163578,2992124.46455227,56464.2701884737,1179736.97444951,22262.7728444505,373961.699828672,7057.0174166959,10618992.0227726,200390.606008029,3366086.16438094,63521.2876051696
"232","Rotavirus","Colorado",10,5,"5 Years",0.705,10005.7288899366,744.601674777143,3171.68950769855,236.029313334752,143.081923126094,10.6478039493132,45.3551599600893,3.37521918068696,0.074042393785531,0.00551005239335085,0.0234705023569693,0.00174661691867717,50028.6444496831,3723.00837388571,15858.4475384928,1180.14656667376,10005728.8899366,744601.674777143,3171689.50769855,236029.313334752,1250536.00812206,93061.8065169971,396404.09805118,29499.4156392041,11256264.8980587,837663.48129414,3568093.60574973,265528.728973956
"233","Rotavirus","Colorado",11,1,"1 Year",0.705,9456.11178165165,194.984566492178,2997.46783581692,61.8076414531263,135.222398477619,2.78827930083816,42.863790052182,0.883849272779711,0.0699752271842222,0.00144288579204212,0.0221812619850452,0.000457376546753136,47280.5589082583,974.922832460885,14987.3391790846,309.038207265631,9456111.78165165,194984.566492176,2997467.83581692,61807.6414531257,1181843.76269439,24369.5610893255,374629.525056071,7724.84264409467,10637955.544346,219354.127581501,3372097.360873,69532.4840972205
"234","Rotavirus","Colorado",11,5,"5 Years",0.705,10063.7386028094,802.611387649948,3190.07785298425,254.417658620454,143.911462020175,11.4773428433943,45.6181132976748,3.6381725182725,0.0744716656607897,0.00593932426860962,0.0236065761120835,0.00188269067379136,50318.6930140471,4013.05693824973,15950.3892649213,1272.08829310227,10063738.6028094,802611.387649946,3190077.85298425,254417.658620454,1257786.17805633,100311.976451266,398702.310221678,31797.6278097017,11321524.7808657,902923.364101212,3588780.16320593,286215.286430156
"235","Rotavirus","Colorado",12,1,"1 Year",0.705,9472.80481612256,211.677600963085,3002.75931661412,67.0991222503201,135.461108870553,3.02698969377212,42.9394582275819,0.959517448179581,0.0700987556393069,0.00156641424712682,0.0222204189429445,0.000496533504652367,47364.0240806128,1058.38800481542,15013.7965830706,335.495611251601,9472804.81612256,211677.600963084,3002759.31661412,67099.1222503199,1183930.09152863,26455.8899235683,375290.864909066,8386.18249708953,10656734.9076512,238133.490886653,3378050.18152318,75485.3047474095
"236","Rotavirus","Colorado",12,5,"5 Years",0.705,10119.4640018502,858.336786690761,3207.74209967675,272.081905312949,144.708335226458,12.2742160496779,45.8707120253775,3.89077124597518,0.0748840336136918,0.00635169222151163,0.0237372915376079,0.00201340609931583,50597.3200092512,4291.68393345381,16038.7104983837,1360.40952656475,10119464.0018502,858336.78669076,3207742.09967675,272081.905312949,1264750.84987925,107276.648274185,400910.023101799,34005.3406898231,11384214.8517295,965613.434964946,3608652.12277855,306087.246002772
"237","Rotavirus","Colorado",13,1,"1 Year",0.705,9489.33652477811,228.209309618633,3007.99965916826,72.3394648044609,135.697512304327,3.26339312754646,43.0143951261061,1.0344543467038,0.070221090283358,0.00168874889117789,0.0222591974778451,0.000535312039553012,47446.6826238905,1141.04654809316,15039.9982958413,361.697324022303,9489336.52477811,228209.309618631,3007999.65916826,72339.4648044605,1185996.25753982,28522.0559347558,375945.813402167,9041.13099019109,10675332.7823179,256731.365553388,3383945.47257043,81380.5957946519
"238","Rotavirus","Colorado",13,5,"5 Years",0.705,10173.037409749,911.910194589509,3224.72419239515,289.063998031353,145.47443495941,13.04031578263,46.1135559512507,4.13361517184835,0.0752804768321425,0.00674813543996236,0.0238629590237241,0.00213907358543201,50865.1870487449,4559.55097294755,16123.6209619758,1445.31999015676,10173037.409749,911910.194589509,3224724.19239515,289063.998031353,1271446.56154525,113972.359940186,403032.479013931,36127.7966019545,11444483.9712942,1025882.55452969,3627756.67140908,325191.794633307
"239","Rotavirus","Colorado",14,1,"1 Year",0.705,9505.70923501381,244.582019854333,3013.18960123429,77.5294068704895,135.931642060697,3.49752288391699,43.0886112976503,1.10867051824801,0.0703422483391022,0.00180990694692207,0.0222976030491337,0.000573717610841623,47528.546175069,1222.91009927167,15065.9480061714,387.647034352449,9505709.23501381,244582.019854333,3013189.60123429,77529.4068704895,1188042.5516105,30568.3500054344,376594.462741464,9689.78032948755,10693751.7866243,275150.369859768,3389784.06397575,87219.1871999772
"240","Rotavirus","Colorado",14,5,"5 Years",0.705,10224.5811227778,963.453907618326,3241.06289751095,305.402703147154,146.211510055723,13.7773908789421,46.3471994344066,4.3672586550043,0.0756619003085557,0.00712955891637561,0.023983865441581,0.00225998000328894,51122.905613889,4817.26953809163,16205.3144875548,1527.01351573577,10224581.1227778,963453.907618325,3241062.89751095,305402.703147154,1277888.59788702,120414.396281954,405074.523056714,38169.8406447376,11502469.7206648,1083868.30390028,3646137.42056767,343572.543791891
"241","Rotavirus","Colorado",15,1,"1 Year",0.705,9521.92522967066,260.798014511187,3018.32986644393,82.6696720801303,136.16353078429,3.72941160750997,43.1621170901482,1.18217631074586,0.0704622466995629,0.00192990530738278,0.0223356410116851,0.000611755573392963,47609.6261483533,1303.99007255593,15091.6493322196,413.348360400651,9521925.22967066,260798.014511187,3018329.86644393,82669.6720801302,1190069.2590547,32595.0574496372,377236.903367895,10332.2209559189,10711994.4887254,293393.071960824,3395566.76981182,93001.8930360489
"242","Rotavirus","Colorado",15,5,"5 Years",0.705,10274.2083427941,1013.08112763464,3256.7940985812,321.133904217403,146.921179301956,14.4870601251754,46.5721556097112,4.59221483030887,0.0760291417366765,0.00749680034449635,0.0241002763295009,0.00237639089120878,51371.0417139706,5065.40563817321,16283.970492906,1605.66952108702,10274208.3427941,1013081.12763464,3256794.0985812,321133.904217403,1284091.10709909,126616.905494033,407040.640028876,40135.9576168994,11558299.4498932,1139698.03312867,3663834.73861008,361269.861834302
"243","Rotavirus","Colorado",16,1,"1 Year",0.705,9537.98674809622,276.859532936745,3023.42116464203,87.7609702782342,136.393210497776,3.95909132099547,43.2349226543811,1.25498187497875,0.070581101935912,0.00204876054373192,0.022373316618351,0.000649431180058933,47689.9337404811,1384.29766468373,15117.1058232102,438.804851391171,9537986.74809622,276859.532936744,3023421.16464203,87760.9702782339,1192076.65975056,34602.4581455004,377873.223999291,10968.5415873143,10730063.4078468,311461.991082245,3401294.38864132,98729.5118655484
"244","Rotavirus","Colorado",16,5,"5 Years",0.705,10322.0240071803,1060.89679202078,3271.95105942887,336.290865065072,147.604943302678,15.1708241258972,46.7889001498328,4.80895937043054,0.0763829776531339,0.00785063626095379,0.0242124378397736,0.00248855240148153,51610.1200359013,5304.48396010391,16359.7552971444,1681.45432532536,10322024.0071803,1060896.79202078,3271951.05942887,336290.865065071,1290067.2044654,132593.002860342,408934.987309539,42030.3048975629,11612091.2116457,1193489.79488112,3680886.04673841,378321.169962634
"245","Rotavirus","Colorado",17,1,"1 Year",0.705,9553.89598717551,292.768772016037,3028.46419221337,92.8039978495697,136.62071261661,4.18659343982935,43.3070379486512,1.32709716924885,0.0706988303050988,0.00216648891291868,0.0224106350223789,0.000686749584086816,47769.4799358776,1463.84386008019,15142.3209610668,464.019989247849,9553895.98717551,292768.772016037,3028464.19221337,92803.9978495696,1194065.02826917,36590.8266641083,378503.511671211,11598.8292592349,10747961.0154447,329359.598680146,3406967.70388458,104402.827108805
"246","Rotavirus","Colorado",17,5,"5 Years",0.705,10368.1255295256,1106.99831436615,3286.56465892973,350.904464565932,148.264195072216,15.8300758954359,46.9978746226951,5.01793384329283,0.0767241289184896,0.00819178752630949,0.02432057847608,0.0025966930377879,51840.6276476281,5534.99157183073,16432.8232946487,1754.52232282966,10368125.5295256,1106998.31436615,3286564.65892973,350904.464565932,1295829.06493117,138354.863326109,410761.424202356,43856.7417903793,11663954.5944568,1245353.17769226,3697326.08313209,394761.206356311
"247","Rotavirus","Colorado",18,1,"1 Year",0.705,9569.65510233274,308.527887173264,3033.45963240015,97.7994380363472,136.846067963358,4.41194878657768,43.3784727433221,1.39853196391976,0.0708154477572623,0.00228310636508215,0.0224476012797611,0.000723715841468968,47848.2755116637,1542.63943586632,15167.2981620007,488.997190181736,9569655.10233274,308527.887173263,3033459.63240015,97799.4380363468,1196034.63399975,38560.4323946887,379127.851776635,12223.1693646587,10765689.7363325,347088.319567952,3412587.48417678,110022.607401006
"248","Rotavirus","Colorado",18,5,"5 Years",0.705,10412.6034620535,1151.476246894,3300.66360099327,365.003406629474,148.900229507365,16.4661103305843,47.1994894942038,5.21954871480149,0.0770532656191957,0.00852092422701561,0.0244249106473502,0.00270102520905811,52063.0173102674,5757.38123447001,16503.3180049664,1825.01703314737,10412603.4620535,1151476.246894,3300663.60099327,365003.406629474,1301388.00589437,143913.804289306,412523.538179341,45618.855767365,11713991.4679478,1295390.05118331,3713187.13917261,410622.262396839
"249","Rotavirus","Colorado",19,1,"1 Year",0.705,9585.2662085048,324.138993345323,3038.40815561061,102.747961246814,137.069306781619,4.63518760483814,43.4492366252318,1.46929584582944,0.0709309699429355,0.00239862855075539,0.0224842203515185,0.000760334913226419,47926.331042524,1620.69496672662,15192.0407780531,513.739806234069,9585266.2085048,324138.993345322,3038408.15561061,102747.961246813,1197985.74127135,40511.5396662853,379746.328104526,12841.6456925493,10783251.9497761,364650.533011608,3418154.48371514,115589.606939363
"250","Rotavirus","Colorado",19,5,"5 Years",0.705,10455.5420892714,1194.41487411193,3314.27460274239,378.614408378587,149.514251876581,17.0801326998006,47.3941268192161,5.41418603981379,0.0773710114606084,0.00883867006842827,0.0245256320602937,0.00280174662200154,52277.710446357,5972.07437055964,16571.3730137119,1893.07204189293,10455542.0892714,1194414.87411193,3314274.60274238,378614.408378586,1306754.56140132,149280.359796257,414224.668399949,47319.9859879725,11762296.6506727,1343695.23390818,3728499.27114233,425934.394366559
"251","Rotavirus","Colorado",20,1,"1 Year",0.705,9600.73138108746,339.604165927985,3043.31041971898,107.65022535518,137.290458749551,4.8563395727702,43.5193390019814,1.53939822257907,0.0710454122200472,0.00251307082786709,0.0225204971059204,0.000796611667628328,48003.6569054373,1698.02082963993,15216.5520985949,538.251126775899,9600731.38108746,339604.165927986,3043310.41971898,107650.22535518,1199918.60947107,42444.4078660114,380359.022877317,13454.340465341,10800649.9905585,382048.573793998,3423669.4425963,121104.565820521
"252","Rotavirus","Colorado",20,5,"5 Years",0.705,10497.0199610344,1235.89274587493,3327.42256348762,391.762369123826,150.107385442792,17.6732662660116,47.582142657873,5.60220187847071,0.0776779477116546,0.0091456063194745,0.0246229269698084,0.00289904153151631,52485.099805172,6179.46372937466,16637.1128174381,1958.81184561913,10497019.9610344,1235892.74587493,3327422.56348762,391762.369123825,1311938.54877,154464.347164941,415867.92682981,48963.244417834,11808958.5098044,1390357.09303987,3743290.49031743,440725.61354166
"253","Rotavirus","Connecticut",0,1,"1 Year",0.855,4004.60471640422,0,2209.55899161566,0,57.2658474445803,0,31.5966935801039,0,0.0296340749013912,0,0.0163507365379559,0,20023.0235820211,0,11047.7949580783,0,4004604.71640422,0,2209558.99161566,0,500503.506665632,0,276155.101890108,0,4505108.22306985,0,2485714.09350577,0
"254","Rotavirus","Connecticut",0,5,"5 Years",0.855,4004.60471640422,0,2209.55899161566,0,57.2658474445803,0,31.5966935801039,0,0.0296340749013912,0,0.0163507365379559,0,20023.0235820211,0,11047.7949580783,0,4004604.71640422,0,2209558.99161566,0,500503.506665632,0,276155.101890108,0,4505108.22306985,0,2485714.09350577,0
"255","Rotavirus","Connecticut",1,1,"1 Year",0.855,4032.97620480549,28.3714884012725,2225.21309027008,15.6540986544209,57.6715597287185,0.405712284138197,31.8205471908621,0.223853610758219,0.0298440239155606,0.000209949014169417,0.0164665768679986,0.000115840330042715,20164.8810240275,141.857442006363,11126.0654513504,78.2704932721051,4032976.20480549,28371.4884012728,2225213.09027008,15654.0986544211,504049.432029,3545.92536336789,278111.582448135,1956.48055802686,4537025.63683449,31917.4137646407,2503324.67271821,17610.579212448
"256","Rotavirus","Connecticut",1,5,"5 Years",0.855,4141.88419533117,137.279478926947,2285.30357279362,75.744581177967,59.2289439932357,1.96309654865534,32.6798410909488,1.08314751084493,0.0306499430454506,0.00101586814405941,0.0169112464386728,0.000560509900716955,20709.4209766558,686.397394634736,11426.5178639681,378.722905889834,4141884.19533117,137279.478926947,2285303.57279362,75744.581177967,517660.97050088,17157.4638352477,285621.811134893,9466.70924478467,4659545.16583205,154436.942762195,2570925.38392852,85211.2904227517
"257","Rotavirus","Connecticut",2,1,"1 Year",0.855,4060.87854170542,56.2738253012044,2240.60833243513,31.0493408194683,58.0705631463875,0.804715701807226,32.0406991538223,0.444005573718399,0.0300505012086201,0.00041642630722891,0.0165805016600199,0.000229765122064064,20304.3927085271,281.369126506022,11203.0416621756,155.246704097342,4060878.54170542,56273.8253012043,2240608.33243513,31049.3408194683,507536.721899427,7033.21523379523,280035.710604407,3880.60871429885,4568415.26360485,63307.0405349992,2520644.04303953,34929.949533767
"258","Rotavirus","Connecticut",2,5,"5 Years",0.855,4268.51756994892,263.912853544697,2355.17411716449,145.615125548829,61.0398012502695,3.77395380568917,33.6789898754522,2.08229629534825,0.031587030017622,0.00195295511623076,0.0174282884670172,0.00107755192906133,21342.5878497446,1319.56426772349,11775.8705858224,728.075627744144,4268517.56994892,263912.853544697,2355174.11716449,145615.125548829,533487.862927355,32984.3562617233,294354.371511452,18199.2696213437,4802005.43287627,296897.20980642,2649528.48867594,163814.395170172
"259","Rotavirus","Connecticut",3,1,"1 Year",0.855,4088.32326852737,83.7185521231522,2255.75108614399,46.1920945283338,58.4630227399414,1.19717529536108,32.2572405318591,0.660546951755174,0.0302535921871025,0.000619517285711326,0.0166925580374655,0.00034182149950967,20441.6163426369,418.59276061576,11278.75543072,230.960472641669,4088323.26852737,83718.5521231522,2255751.08614399,46192.0945283338,510966.818747088,10463.3120814558,281928.282248448,5773.18035834023,4599290.08727446,94181.8642046079,2537679.36839244,51965.274886674
"260","Rotavirus","Connecticut",3,5,"5 Years",0.855,4385.69703021478,381.092313810564,2419.8284209969,210.269429381242,62.7154675320714,5.44962008749106,34.6035464202557,3.00685284015176,0.0324541580235894,0.00282008312219817,0.0179067303153771,0.00155599377742119,21928.4851510739,1905.46156905282,12099.1421049845,1051.34714690621,4385697.03021478,381092.313810564,2419828.4209969,210269.429381242,548133.186230304,47629.6795646718,302434.995713035,26279.8938229264,4933830.21644509,428721.993375235,2722263.41670993,236549.323204169
"261","Rotavirus","Connecticut",4,1,"1 Year",0.855,4115.32155120537,110.716834801148,2270.64751225191,61.0885206362548,58.8490981822367,1.58325073765642,32.4702594252024,0.873565845098445,0.0304533794789197,0.000819304577528497,0.0168027915906642,0.000452055052708286,20576.6077560268,553.58417400574,11353.2375612596,305.442603181274,4115321.55120537,110716.834801148,2270647.51225191,61088.5206362548,514341.118112749,13837.6114471171,283790.067376269,7634.9654861604,4629662.66931812,124554.446248265,2554437.57962818,68723.486122415
"262","Rotavirus","Connecticut",4,5,"5 Years",0.855,4494.44316387416,489.838447469941,2479.82959825323,270.270606637575,64.2705372434005,7.00468979882016,35.4615632550212,3.86486967491732,0.0332588794126688,0.00362480451127757,0.0183507390270739,0.00200000248911806,22472.2158193708,2449.19223734971,12399.1479912662,1351.35303318788,4494443.16387416,489838.447469941,2479829.59825323,270270.606637575,561724.49550732,61220.9888416883,309934.062848886,33778.9609587775,5056167.65938148,551059.43631163,2789763.66110212,304049.567596353
"263","Rotavirus","Connecticut",5,1,"1 Year",0.855,4141.88419533117,137.279478926947,2285.30357279362,75.744581177967,59.2289439932357,1.96309654865534,32.6798410909488,1.08314751084493,0.0306499430454506,0.00101586814405941,0.0169112464386728,0.000560509900716955,20709.4209766558,686.397394634736,11426.5178639681,378.722905889834,4141884.19533117,137279.478926947,2285303.57279362,75744.581177967,517660.97050088,17157.4638352477,285621.811134893,9466.70924478467,4659545.16583205,154436.942762195,2570925.38392852,85211.2904227517
"264","Rotavirus","Connecticut",5,5,"5 Years",0.855,4595.63475925521,591.030042850995,2535.66252441802,326.103532802359,65.7175770573496,8.45172961276923,36.2599740991776,4.66328051907373,0.0340076972184886,0.00437362231709737,0.0187639026806933,0.00241316614273746,22978.1737962761,2955.15021425498,12678.3126220901,1630.51766401179,4595634.75925521,591030.042850995,2535662.52441802,326103.532802359,574371.623481235,73868.1168156031,316912.173626813,40757.0717367044,5170006.38273645,664898.159666599,2852574.69804483,366860.604539064
"265","Rotavirus","Connecticut",6,1,"1 Year",0.855,4168.02166057393,163.416944169714,2299.72503893949,90.1660473238325,59.6027097462072,2.33686230162691,32.8860680568347,1.2893744767308,0.0308433602882471,0.00120928538685588,0.0170179652881522,0.000667228750196359,20840.1083028697,817.084720848572,11498.6251946975,450.830236619164,4168021.66057393,163416.944169715,2299725.03893949,90166.0473238328,520927.683181851,20424.1765162192,287424.234816735,11269.1329266272,4688949.34375578,183841.120685934,2587149.27375623,101435.18025046
"266","Rotavirus","Connecticut",6,5,"5 Years",0.855,4690.03260540955,685.42788900533,2587.74696833456,378.187976718898,67.0674662573565,9.80161881277622,37.0047816471841,5.40808806708024,0.0347062412800307,0.00507216637863944,0.0191493275656757,0.00279859102771984,23450.1630270477,3427.13944502665,12938.7348416728,1890.93988359449,4690032.60540955,685427.88900533,2587746.96833456,378187.976718898,586169.655089296,85666.1484236642,323421.791596389,47266.6897062813,5276202.26049885,771094.037428995,2911168.75993095,425454.666425179
