"","disease","state_name","percent_decline","accrual_years","accrual_label","baseline_coverage","cases","additional_cases","cases_per_100k","additional_cases_per_100k","hospitalizations","additional_hospitalizations","hospitalizations_per_100k","additional_hospitalizations_per_100k","deaths","additional_deaths","deaths_per_100k","additional_deaths_per_100k","workdays_lost","additional_workdays_lost","workdays_lost_per_100k","additional_workdays_lost_per_100k","productivity_cost","additional_productivity_cost","productivity_cost_per_100k","additional_productivity_cost_per_100k","hospitalization_cost","additional_hospitalization_cost","hospitalization_cost_per_100k","additional_hospitalization_cost_per_100k","total_cost","additional_total_cost","total_cost_per_100k","additional_total_cost_per_100k"
"1","Rotavirus","Alabama",0,1,"1 Year",0.627,9210.70791262477,0,3128.45654721866,0,131.713123150534,0,44.7369286252269,0,0.0681592385534233,0,0.0231505784494181,0,46053.5395631238,0,15642.2827360933,0,9210707.91262477,0,3128456.54721866,0,1151172.69633567,0,391000.756184483,0,10361880.6089604,0,3519457.30340315,0
"2","Rotavirus","Alabama",0,5,"5 Years",0.627,9210.70791262477,0,3128.45654721866,0,131.713123150534,0,44.7369286252269,0,0.0681592385534233,0,0.0231505784494181,0,46053.5395631238,0,15642.2827360933,0,9210707.91262477,0,3128456.54721866,0,1151172.69633567,0,391000.756184483,0,10361880.6089604,0,3519457.30340315,0
"3","Rotavirus","Alabama",1,1,"1 Year",0.627,9222.77390627105,12.0659936462816,3132.55481384263,4.09826662396589,131.885666859676,0.17254370914182,44.7955338379496,0.0586052127227096,0.0682485269064058,8.92883529824834e-05,0.0231809056224354,3.03271730173473e-05,46113.8695313552,60.3299682314027,15662.7740692131,20.4913331198276,9222773.90627105,12065.9936462808,3132554.81384263,4098.26662396561,1152680.72835357,1508.03201789944,391512.965743679,512.209559196461,10375454.6346246,13574.0256641805,3524067.77958631,4610.47618316215
"4","Rotavirus","Alabama",1,5,"5 Years",0.627,9270.0237105994,59.3157979746356,3148.60341304999,20.146865831333,132.561339061571,0.8482159110373,45.0250288066149,0.288100181388065,0.0685981754584356,0.000438936905012302,0.02329966525657,0.000149086807151864,46350.118552997,296.578989873175,15743.01706525,100.734329156664,9270023.7105994,59315.7979746349,3148603.41304999,20146.8658313327,1158586.10339813,7413.40706246602,393518.751769815,2517.9955853317,10428609.8139975,66729.2050371002,3542122.16481981,22664.8614166642
"5","Rotavirus","Alabama",2,1,"1 Year",0.627,9234.73718792015,24.029275295381,3136.6181938951,8.16164667644226,132.056741787258,0.34361863672396,44.8536401727,0.116711547473128,0.0683370551906091,0.000177816637185815,0.0232109746348238,6.03961854056713e-05,46173.6859396007,120.146376476907,15683.0909694755,40.8082333822119,9234737.18792015,24029.2752953805,3136618.1938951,8161.64667644209,1154175.92322064,3003.22688496741,392020.815109398,1020.05892491514,10388913.1111408,27032.5021803472,3528639.0090045,9181.70560135699
"6","Rotavirus","Alabama",2,5,"5 Years",0.627,9326.89800765087,116.190095026102,3167.92101259468,39.4644653760151,133.374641509407,1.66151835887325,45.3012704801039,0.564341854877012,0.0690190452566165,0.000859806703193161,0.0234426154932006,0.000292037043782513,46634.4900382544,580.950475130514,15839.6050629734,197.322326880076,9326898.00765087,116190.095026102,3167921.01259468,39464.4653760149,1165694.36679222,14521.6704565519,395933.103996108,4932.34781162499,10492592.3744431,130711.765482653,3563854.11659079,44396.8131876396
"7","Rotavirus","Alabama",3,1,"1 Year",0.627,9246.59906352033,35.8911508955607,3140.64713094703,12.1905837283719,132.226366608341,0.51324345780651,44.9112539725426,0.174325347315716,0.0684248330700504,0.000265594516627152,0.0232407887690081,9.02103195899529e-05,46232.9953176016,179.4557544778,15703.2356547352,60.9529186418583,9246599.06352033,35891.1508955602,3140647.13094703,12190.5837283717,1155658.4441569,4485.74782122858,392524.359720022,1523.60353553924,10402257.5076772,40376.8987167887,3533171.49066706,13714.187263911
"8","Rotavirus","Alabama",3,5,"5 Years",0.627,9381.47850612375,170.770593498981,3186.45951358914,58.0029663704816,134.15514263757,2.44201948703542,45.5663710443248,0.829442419097886,0.0694229409453157,0.00126370239189245,0.0235798004005597,0.000429221951141563,46907.3925306187,853.852967494902,15932.2975679457,290.014831852407,9381478.50612375,170770.593498981,3186459.51358914,58002.9663704815,1172515.94665236,21343.2503166895,398250.082927398,7249.32674291549,10553994.4527761,192113.843815669,3584709.59651654,65252.2931133968
"9","Rotavirus","Alabama",4,1,"1 Year",0.627,9258.36081697368,47.6529043489081,3144.64206108128,16.1855138626194,132.394559682724,0.681436532189394,44.9683814734623,0.23145284823546,0.0685118700456052,0.000352631492181912,0.0232703512520015,0.000119772802583381,46291.8040848684,238.264521744539,15723.2103054064,80.9275693130963,9258360.81697368,47652.904348908,3144642.06108128,16185.5138626193,1157128.451627,5955.75529133528,393023.654078061,2022.89789357791,10415489.2686007,53608.6596402433,3537665.71515934,18208.4117561973
"10","Rotavirus","Alabama",4,5,"5 Years",0.627,9433.90122989167,223.1933172669,3204.26511712696,75.8085699082932,134.904787587451,3.19166443691665,45.8209911749155,1.08406254968859,0.0698108691011983,0.00165163054777505,0.0237115618667395,0.000560983417321367,47169.5061494583,1115.96658633449,16021.3255856348,379.042849541464,9433901.22989167,223193.317266898,3204265.11712695,75808.5699082927,1179067.84351432,27895.1471786515,400475.462868761,9474.70668427826,10612969.073406,251088.46444555,3604740.57999572,85283.2765925711
"11","Rotavirus","Alabama",5,1,"1 Year",0.627,9270.0237105994,59.3157979746356,3148.60341304999,20.146865831333,132.561339061571,0.8482159110373,45.0250288066149,0.288100181388065,0.0685981754584356,0.000438936905012302,0.02329966525657,0.000149086807151864,46350.118552997,296.578989873175,15743.01706525,100.734329156664,9270023.7105994,59315.7979746349,3148603.41304999,20146.8658313327,1158586.10339813,7413.40706246602,393518.751769815,2517.9955853317,10428609.8139975,66729.2050371002,3542122.16481981,22664.8614166642
"12","Rotavirus","Alabama",5,5,"5 Years",0.627,9484.29165621982,273.583743595049,3221.38044210077,92.9238948821056,135.625370683943,3.91224753340919,46.065740322041,1.32881169681411,0.0701837582560266,0.00202451970260335,0.0238382152715457,0.000687636822127579,47421.4582810991,1367.91871797524,16106.9022105038,464.619474410527,9484291.65621982,273583.743595047,3221380.44210077,92923.894882105,1185365.73977767,34193.0434419962,402614.570414638,11613.8142301553,10669657.3959975,307776.787037043,3623995.01251541,104537.70911226
"13","Rotavirus","Alabama",6,1,"1 Year",0.627,9281.58898558544,70.8810729606739,3152.53160842799,24.0750612093303,132.726722493872,1.01359934333763,45.0812020005203,0.344273375293421,0.0686837584933323,0.000524519939908985,0.0233287339023671,0.000178155452949043,46407.9449279272,354.405364803366,15762.65804214,120.37530604665,9281588.98558544,70881.0729606729,3152531.60842799,24075.0612093299,1160031.55459644,8858.85826077079,394009.705484547,3008.94930006446,10441620.5401819,79739.9312214423,3546541.31391254,27084.0105093939
"14","Rotavirus","Alabama",6,5,"5 Years",0.627,9532.76571849222,322.057805867456,3237.84486578296,109.3883185643,136.318549774439,4.60542662390463,46.3011815806964,1.5642529554695,0.0705424663168425,0.00238322776341918,0.0239600520067939,0.000809473557375823,47663.8285924611,1610.28902933728,16189.2243289148,546.941592821503,9532765.71849222,322057.805867456,3237844.86578296,109388.3185643,1191424.1250286,40251.4286929264,404672.327015286,13671.5708308034,10724189.8435208,362309.234560382,3642517.19279825,123059.889395103
"15","Rotavirus","Alabama",7,1,"1 Year",0.627,9293.05786242878,82.3499498040128,3156.42706176232,27.9705145436618,132.890727432732,1.17760428219739,45.1369069832012,0.399978357974367,0.068768628181973,0.000609389628549686,0.0233575602570412,0.000206981807623095,46465.2893121439,411.749749020062,15782.1353088116,139.852572718308,9293057.86242878,82349.9498040117,3156427.06176232,27970.5145436615,1161464.95776207,10292.2614264053,394496.567033179,3495.81084869599,10454522.8201909,92642.2112304159,3550923.6287955,31466.325392357
"16","Rotavirus","Alabama",7,5,"5 Years",0.627,9579.43069667162,368.722784046855,3253.69482627417,125.238279055508,136.985858962404,5.27273581187004,46.5278360157206,1.79090739049377,0.07088778715537,0.00272854860194673,0.0240773417144289,0.000926763265010759,47897.1534833581,1843.61392023427,16268.4741313708,626.19139527754,9579430.69667162,368722.784046855,3253694.82627417,125238.279055508,1197256.40733141,46083.710995744,406653.286777398,15652.5305929155,10776687.104003,414806.495042598,3660348.11305157,140890.809648423
"17","Rotavirus","Alabama",8,1,"1 Year",0.627,9304.43154136484,93.7236287400719,3160.29018071811,31.8336334994487,133.053371041517,1.34024789098302,45.192149584269,0.455220959042115,0.0688527934060998,0.000693554852676526,0.023386147337314,0.000235568887895918,46522.1577068242,468.618143700362,15801.4509035906,159.168167497244,9304431.54136484,93723.6287400723,3160290.18071811,31833.6334994488,1162886.46290286,11713.7665671916,394979.387366511,3978.63118202807,10467318.0042677,105437.395307263,3555269.56808462,35812.2646814767
"18","Rotavirus","Alabama",8,5,"5 Years",0.627,9624.38600988804,413.678097263275,3268.96409170939,140.507544490731,137.628719941399,5.91559679086484,46.7461865114443,2.00925788621745,0.0712204564731715,0.00306121791974823,0.0241903342786495,0.00103975582923141,48121.9300494402,2068.39048631637,16344.820458547,702.537722453652,9624386.00988804,413678.097263273,3268964.09170939,140507.54449073,1202875.01228783,51702.3159521585,408561.670110023,17560.9139255405,10827261.0221759,465380.41321543,3677525.76181942,158068.45841627
"19","Rotavirus","Alabama",9,1,"1 Year",0.627,9315.71120278618,105.00329016141,3164.12136622076,35.6648190020992,133.214670199842,1.50154704930816,45.2469355369569,0.510006911730015,0.0689362629006177,0.000777024347194427,0.0234144981100336,0.000263919660615531,46578.5560139309,525.016450807052,15820.6068311038,178.324095010496,9315711.20278618,105003.29016141,3164121.36622076,35664.8190020992,1164296.21754662,13123.5212109531,395458.216593003,4457.46040852027,10480007.4203328,118126.811372362,3559579.58281376,40122.279410619
"20","Rotavirus","Alabama",9,5,"5 Years",0.627,9667.72392348025,457.016010855479,3283.68400040767,155.227453189007,138.248452105768,6.53532895523335,46.9566812058297,2.2197525806028,0.0715411570337538,0.00338191848033054,0.0242992616030168,0.00114868315359865,48338.6196174012,2285.08005427739,16418.4200020383,776.137265945035,9667723.92348025,457016.010855479,3283684.00040767,155227.453189007,1208291.47140441,57118.7750687394,410401.393738951,19400.6375544685,10876015.3948847,514134.785924219,3694085.39414662,174628.090743476
"21","Rotavirus","Alabama",10,1,"1 Year",0.627,9326.89800765087,116.190095026102,3167.92101259468,39.4644653760151,133.374641509407,1.66151835887325,45.3012704801039,0.564341854877012,0.0690190452566165,0.000859806703193161,0.0234426154932006,0.000292037043782513,46634.4900382544,580.950475130514,15839.6050629734,197.322326880076,9326898.00765087,116190.095026102,3167921.01259468,39464.4653760149,1165694.36679222,14521.6704565519,395933.103996108,4932.34781162499,10492592.3744431,130711.765482653,3563854.11659079,44396.8131876396
"22","Rotavirus","Alabama",10,5,"5 Years",0.627,9709.53018107203,498.822268447262,3297.88367555951,169.427128340844,138.84628158933,7.13315843879585,47.1597365605009,2.42280793527407,0.071850523339933,0.00369128478650974,0.0244043391991403,0.00125376074972224,48547.6509053601,2494.11134223631,16489.4183777975,847.135641704217,9709530.18107203,498822.268447261,3297883.67555951,169427.128340844,1213516.50109074,62343.8047550756,412176.097538778,21175.3413542953,10923046.6821628,561166.073202336,3710059.77309828,190602.469695139
"23","Rotavirus","Alabama",11,1,"1 Year",0.627,9337.99309788084,127.285185256076,3171.68950769855,43.2329604798895,133.533301299696,1.82017814916188,45.3551599600893,0.618231334862415,0.0691011489243182,0.000941910370894958,0.0234705023569693,0.00031992390755118,46689.9654894042,636.425926280375,15858.4475384928,216.164802399445,9337993.09788084,127285.185256075,3171689.50769855,43232.9604798891,1167081.05335934,15908.3570236748,396404.09805118,5403.34186669749,10505074.1512402,143193.54227975,3568093.60574973,48636.3023465867
"24","Rotavirus","Alabama",11,5,"5 Years",0.627,9749.88457079538,539.176658170616,3311.59021754701,183.133670328349,139.423349362374,7.7102262118398,47.3557401109223,2.61881148569539,0.0721491458238858,0.00398990727046256,0.0245057676098479,0.00135518916042978,48749.4228539769,2695.88329085308,16557.9510877351,915.668351641747,9749884.57079539,539176.658170616,3311590.21754701,183133.670328349,1218560.07342715,67387.3770914797,413889.168569461,22888.4123849777,10968444.6442225,606564.035262095,3725479.38611647,206022.082713327
"25","Rotavirus","Alabama",12,1,"1 Year",0.627,9348.99759675045,138.289684125679,3175.42723305735,46.9706858386842,133.690665633531,1.97754248299719,45.40860943272,0.671680807493179,0.0691825822159533,0.00102334366253003,0.0234981615246244,0.000347583075206264,46744.9879837522,691.448420628389,15877.1361652867,234.853429193419,9348997.59675045,138289.684125677,3175427.23305735,46970.6858386835,1168456.41763706,17283.7213013952,396871.246441973,5870.4902574903,10517454.0143875,155573.405427072,3572298.47949932,52841.1760961739
"26","Rotavirus","Alabama",12,5,"5 Years",0.627,9788.8614335283,578.153520903534,3324.82887656905,196.372329350389,139.980718499455,8.26759534892054,47.5450529349374,2.80812430971056,0.0724375746081094,0.00427833605468615,0.024603733686611,0.00145315523719288,48944.3071676415,2890.76760451767,16624.1443828453,981.861646751944,9788861.4335283,578153.520903533,3324828.87656905,196372.329350389,1223431.47968523,72258.7833495655,415543.762651353,24543.0064668703,11012292.9132135,650412.304253098,3740372.6392204,220915.335817258
"27","Rotavirus","Alabama",13,1,"1 Year",0.627,9359.91260926556,149.204696640789,3179.13456399106,50.6780167723973,133.846750312497,2.13362716196329,45.4616242650722,0.724695639845284,0.0692633533085651,0.00110411475514183,0.0235255957735338,0.000375017324115736,46799.5630463278,746.023483203942,15895.6728199553,253.390083861986,9359912.60926556,149204.696640788,3179134.56399106,50678.0167723968,1169820.59773123,18647.9013955591,397334.596076731,6333.83989224776,10529733.2069968,167852.598036345,3576469.16006779,57011.8566646441
"28","Rotavirus","Alabama",13,5,"5 Years",0.627,9826.5301199588,615.822207334035,3337.62320788501,209.166660666346,140.519380715411,8.80625756487669,47.7280118727556,2.99108324752874,0.0727163228876951,0.00455708433427185,0.0246984117383491,0.00154783328893095,49132.650599794,3079.11103667017,16688.116039425,1045.83330333173,9826530.1199588,615822.207334034,3337623.20788501,209166.660666345,1228139.38745269,76966.6911170222,417142.823767884,26142.0675834012,11054669.5074115,692788.898451056,3754766.03165289,235308.728249747
"29","Rotavirus","Alabama",14,1,"1 Year",0.627,9370.73922253345,160.031309908683,3182.81186974035,54.3553225216898,134.001570882228,2.28844773169416,45.514209737287,0.77728111206016,0.0693434702467475,0.00118423169332425,0.0235528078360786,0.000402229386660503,46853.6961126673,800.156549543412,15914.0593487018,271.776612608447,9370739.22253345,160031.309908682,3182811.86974035,54355.3225216895,1171173.72951068,20001.033175007,397794.193103889,6793.4369194058,10541912.9520441,180032.343083689,3580606.06284424,61148.7594410951
"30","Rotavirus","Alabama",14,5,"5 Years",0.627,9862.95540238732,652.247489762553,3349.99521168524,221.538664466574,141.040262254139,9.32713910360451,47.9049315270989,3.16800290187201,0.0729858699776662,0.00482663142424289,0.0247899645664707,0.00163938611705265,49314.7770119366,3261.23744881276,16749.9760584262,1107.69332233287,9862955.40238732,652247.489762552,3349995.21168524,221538.664466574,1232691.89210117,81519.1957655034,418689.101546844,27688.3453623614,11095647.2944885,733766.685528055,3768684.31323208,249227.009828935
"31","Rotavirus","Alabama",15,1,"1 Year",0.627,9381.47850612375,170.770593498981,3186.45951358914,58.0029663704816,134.15514263757,2.44201948703542,45.5663710443248,0.829442419097886,0.0694229409453157,0.00126370239189245,0.0235798004005597,0.000429221951141563,46907.3925306187,853.852967494902,15932.2975679457,290.014831852407,9381478.50612375,170770.593498981,3186459.51358914,58002.9663704815,1172515.94665236,21343.2503166895,398250.082927398,7249.32674291549,10553994.4527761,192113.843815669,3584709.59651654,65252.2931133968
"32","Rotavirus","Alabama",15,5,"5 Years",0.627,9898.19784641173,687.489933786965,3361.96545933548,233.508912116815,141.544229203688,9.8311060531536,48.0761060684973,3.33917744327047,0.0732466640634468,0.00508742551002353,0.0248785443990825,0.00172796594966443,49490.9892320587,3437.44966893482,16809.8272966774,1167.54456058408,9898197.84641173,687489.933786964,3361965.45933548,233508.912116815,1237096.56324023,85923.8669045623,420185.167038667,29184.4108541838,11135294.409652,773413.800691526,3782150.62637414,262693.322970999
"33","Rotavirus","Alabama",16,1,"1 Year",0.627,9392.13151242065,181.423599795882,3190.07785298425,61.6213057655917,134.307480627615,2.5943574770811,45.6181132976748,0.881184672447958,0.0695017731919128,0.00134253463848953,0.0236065761120835,0.00045599766266538,46960.6575621033,907.117998979411,15950.3892649213,308.106528827959,9392131.51242065,181423.599795882,3190077.85298425,61621.3057655915,1173847.38068536,22674.6843496887,398702.310221678,7701.5540371951,10565978.893106,204098.284145569,3588780.16320593,69322.8598027863
"34","Rotavirus","Alabama",16,5,"5 Years",0.627,9932.31414698169,721.606234356925,3373.55320751916,245.096660300501,142.032092301838,10.318969151304,48.241810867524,3.50488224229716,0.0734991246876645,0.00533988613424125,0.0249642937356418,0.0018137152862237,49661.5707349085,3608.03117178462,16867.7660375958,1225.4833015025,9932314.14698169,721606.234356923,3373553.20751916,245096.6603005,1241360.48671807,90187.7903823971,421633.42698216,30632.6707976771,11173674.6336998,811794.024739319,3795186.63450132,275729.331098177
"35","Rotavirus","Alabama",17,1,"1 Year",0.627,9402.6992769667,191.991364341931,3193.66723965216,65.2106924334978,134.458599660624,2.74547651008962,45.6694415270259,0.932512901799019,0.0695799746495536,0.00142073609613029,0.023633137573426,0.000482559124007883,47013.4963848335,959.956821709653,15968.3361982608,326.053462167488,9402699.2769667,191991.36434193,3193667.23965216,65210.6924334972,1175168.16103385,23995.4646981831,399150.918946206,8150.16276172338,10577867.4380006,215986.829040112,3592818.15859837,73360.8551952204
"36","Rotavirus","Alabama",17,5,"5 Years",0.627,9965.35743274457,754.649520119801,3384.77650160982,256.319954391153,142.504611288247,10.7914881377131,48.4023039730204,3.66537534779349,0.0737436450023098,0.00558440644888653,0.0250473461119126,0.00189676766249453,49826.7871637228,3773.247600599,16923.8825080491,1281.59977195576,9965357.43274457,754649.520119799,3384776.50160981,256319.954391152,1245490.30265928,94317.6063236129,423036.136724198,32035.380539715,11210847.7354039,848967.126443412,3807812.63833401,288355.334930867
"37","Rotavirus","Alabama",18,1,"1 Year",0.627,9413.18281879837,202.474906173604,3197.22801971298,68.7714724943206,134.608514308817,2.89539115828254,45.7203606818956,0.983432056668785,0.0696575528591079,0.00149831430568466,0.0236594873458761,0.000508908896457969,47065.9140939919,1012.37453086802,15986.1400985649,343.857362471602,9413182.81879837,202474.906173602,3197228.01971298,68771.4724943199,1176478.41505906,25305.7187233891,399595.952359768,8595.19617528508,10589661.2338574,227780.62489699,3596823.97207275,77366.6686696047
"38","Rotavirus","Alabama",18,5,"5 Years",0.627,9997.37754211938,786.669629494616,3395.65226944075,267.195722222092,142.962498852307,11.249375701773,48.5578274530028,3.82089882777591,0.0739805938116834,0.00582135525826015,0.0251278267938616,0.00197724834444348,49986.8877105969,3933.34814747308,16978.2613472038,1335.97861111046,9997377.54211938,786669.629494615,3395652.26944075,267195.722222091,1249492.23996916,98319.5436334959,424395.411939244,33394.6557547614,11246869.7820885,884989.173128109,3820047.68138,300590.377976852
"39","Rotavirus","Alabama",19,1,"1 Year",0.627,9423.58314077361,212.875228148845,3200.76053379174,72.3039865730732,134.757238913063,3.04411576252849,45.7708756332218,1.03394700799495,0.0697345152417247,0.00157527668830144,0.0236856279500588,0.000535049500640739,47117.9157038681,1064.37614074422,16003.8026689587,361.519932865365,9423583.14077361,212875.228148844,3200760.53379174,72303.9865730729,1177778.26810017,26605.5717644989,400037.453034359,9036.69684987584,10601361.4088738,239480.799913343,3600797.98682609,81340.6834229488
"40","Rotavirus","Alabama",19,5,"5 Years",0.627,10028.4212741161,817.713361491366,3406.19640649695,277.739859278291,143.406424219861,11.6933010693265,48.7086086129064,3.97167998767956,0.0742103174284594,0.0060510788750361,0.0252058534080775,0.00205527495865935,50142.1063705807,4088.56680745682,17030.9820324848,1388.69929639145,10028421.2741161,817713.361491363,3406196.40649695,277739.85927829,1253372.14768158,102199.451345914,425713.239276802,34712.4830923193,11281793.4217977,919912.812837277,3831909.64577375,312452.342370609
"41","Rotavirus","Alabama",20,1,"1 Year",0.627,9433.90122989167,223.1933172669,3204.26511712696,75.8085699082932,134.904787587451,3.19166443691665,45.8209911749155,1.08406254968859,0.0698108691011983,0.00165163054777505,0.0237115618667395,0.000560983417321367,47169.5061494583,1115.96658633449,16021.3255856348,379.042849541464,9433901.22989167,223193.317266898,3204265.11712695,75808.5699082927,1179067.84351432,27895.1471786515,400475.462868761,9474.70668427826,10612969.073406,251088.46444555,3604740.57999572,85283.2765925711
"42","Rotavirus","Alabama",20,5,"5 Years",0.627,10058.5326165552,847.824703930444,3416.42385343075,287.967306212088,143.83701641674,12.1238932662054,48.8548611040597,4.11793247883287,0.0744331413625086,0.00627390280908528,0.0252815365153876,0.00213095806596945,50292.6630827761,4239.12351965222,17082.1192671538,1439.83653106044,10058532.6165552,847824.703930443,3416423.85343075,287967.306212088,1257135.5234823,105962.827146635,426991.486049482,35990.7298649992,11315668.1400375,953787.531077078,3843415.33948023,323958.036077087
"43","Rotavirus","Alaska",0,1,"1 Year",0.732,1362.7763948128,0,2849.50631429755,0,19.4877024458231,0,40.747940294455,0,0.0100845453216147,0,0.0210863467258019,0,6813.88197406402,0,14247.5315714878,0,1362776.3948128,0,2849506.31429755,0,170322.519376494,0,356136.998173536,0,1533098.9141893,0,3205643.31247109,0
"44","Rotavirus","Alaska",0,5,"5 Years",0.732,1362.7763948128,0,2849.50631429755,0,19.4877024458231,0,40.747940294455,0,0.0100845453216147,0,0.0210863467258019,0,6813.88197406402,0,14247.5315714878,0,1362776.3948128,0,2849506.31429755,0,170322.519376494,0,356136.998173536,0,1533098.9141893,0,3205643.31247109,0
"45","Rotavirus","Alaska",1,1,"1 Year",0.732,1366.03873433849,3.26233952568805,2856.3277247015,6.82141040394783,19.5343539010404,0.0466514552173365,40.8454864632314,0.0975461687764485,0.0101086866341048,2.41413124900912e-05,0.0211368251627911,5.04784369892132e-05,6830.19367169246,16.3116976284409,14281.6386235075,34.1070520197406,1366038.73433849,3262.33952568821,2856327.7247015,6821.41040394816,170730.253095093,407.733718599513,356989.551688643,852.553515106143,1536768.98743358,3670.07324428787,3213317.27639014,7673.96391905461
"46","Rotavirus","Alaska",1,5,"5 Years",0.732,1378.73625926023,15.9598644474258,2882.8776984009,33.3713841033473,19.7159285074213,0.228226061598189,41.2251510871328,0.477210792677865,0.0102026483185257,0.000118102996910951,0.0213332949681666,0.000246948242364771,6893.68129630115,79.7993222371297,14414.3884920045,166.856920516737,1378736.25926023,15959.8644474261,2882877.6984009,33371.3841033477,172317.215154862,1994.69577836819,360307.820501541,4170.82232800457,1551053.47441509,17954.5602257943,3243185.51890244,37542.2064313525
"47","Rotavirus","Alaska",2,1,"1 Year",0.732,1369.2653120256,6.48891721279847,2863.07435865259,13.5680443550412,19.5804939619661,0.0927915161430164,40.9419633287321,0.194023034277086,0.0101325633089895,4.80179873747089e-05,0.0211867502540292,0.000100403528227306,6846.32656012801,32.4445860639926,14315.371793263,67.8402217752066,1369265.3120256,6488.91721279849,2863074.35865259,13568.0443550413,171133.517227584,810.997851089982,357832.759493118,1695.76131958177,1540398.82925319,7299.91506388853,3220907.11814571,15263.8056746232
"48","Rotavirus","Alaska",2,5,"5 Years",0.732,1393.85810718238,31.0817123695792,2914.49682630922,64.9905120116659,19.9321709327081,0.444468486884983,41.6773046162218,0.929364321766822,0.0103145499931496,0.000230004671534886,0.0215672765146882,0.000480929788886327,6969.29053591191,155.408561847897,14572.4841315461,324.952560058331,1393858.10718238,31081.7123695794,2914496.82630922,64990.5120116662,174207.173951869,3884.65457537476,364259.642345778,8122.64417224206,1568065.28113425,34966.366944954,3278756.46865499,73113.1561839081
"49","Rotavirus","Alaska",3,1,"1 Year",0.732,1372.4567127018,9.68031788899248,2869.7474390001,20.2411247025457,19.6261309916357,0.138428545812591,41.0373883777014,0.2894480832464,0.0101561796739933,7.1634352378544e-05,0.0212361310486007,0.000149784322798837,6862.28356350898,48.4015894449631,14348.7371950005,101.20562351273,1372456.7127018,9680.31788899261,2869747.4390001,20241.124702546,171532.384866896,1209.86549040204,358666.77442111,2529.77624757352,1543989.09756869,10890.1833793947,3228414.21342121,22770.9009501196
"50","Rotavirus","Alaska",3,5,"5 Years",0.732,1408.20625360043,45.4298587876217,2944.4981779413,94.9918636437464,20.1373494264861,0.64964698066299,42.1063239445605,1.35838365010557,0.0104207262766431,0.0003361809550284,0.0217892865167656,0.000702939790963722,7041.03126800213,227.149293938109,14722.4908897065,474.959318218732,1408206.25360043,45429.8587876218,2944498.1779413,94991.8636437466,176000.433987488,5677.91461099454,368009.271275459,11872.2731019227,1584206.68758791,51107.7733986164,3312507.44921676,106864.136745669
"51","Rotavirus","Alaska",4,1,"1 Year",0.732,1375.61350851197,12.8371136991714,2876.34816207418,26.841847776626,19.6712731717212,0.18357072589815,41.1317787176607,0.38383842320575,0.0101795399629886,9.49946413738682e-05,0.0212849763993489,0.000198629673547032,6878.06754255987,64.1855684958573,14381.7408103709,134.209238883131,1375613.50851197,12837.1136991715,2876348.16207418,26841.8477766262,171926.927520844,1604.40814434984,359491.745992355,3354.74781881828,1547540.43603282,14441.5218435214,3235839.90806653,30196.5955954446
"52","Rotavirus","Alaska",4,5,"5 Years",0.732,1421.83859641057,59.0622015977633,2973.00281528608,123.496500988528,20.3322919286711,0.844589482848015,42.5139402585909,1.76599996413594,0.0105216056134382,0.000437060291823449,0.022000220833117,0.000913874107315104,7109.19298205283,295.311007988817,14865.0140764304,617.482504942638,1421838.59641057,59062.2015977635,2973002.81528608,123496.500988528,177704.231456585,7381.71208009167,371571.837860085,15434.8396865482,1599542.82786715,66443.9136778552,3344574.65314616,138931.340675076
"53","Rotavirus","Alaska",5,1,"1 Year",0.732,1378.73625926023,15.9598644474258,2882.8776984009,33.3713841033473,19.7159285074213,0.228226061598189,41.2251510871328,0.477210792677865,0.0102026483185257,0.000118102996910951,0.0213332949681666,0.000246948242364771,6893.68129630115,79.7993222371297,14414.3884920045,166.856920516737,1378736.25926023,15959.8644474261,2882877.6984009,33371.3841033477,172317.215154862,1994.69577836819,360307.820501541,4170.82232800457,1551053.47441509,17954.5602257943,3243185.51890244,37542.2064313525
"54","Rotavirus","Alaska",5,5,"5 Years",0.732,1434.80739725346,72.0310024406583,3000.12001516667,150.613700869124,20.5177457807245,1.03004333490141,42.9017162168834,2.15377592242847,0.0106175747396756,0.000533029418060871,0.0222008881122334,0.00111454138643151,7174.03698626731,360.155012203292,15000.6000758334,753.068504345619,1434807.39725346,72031.0024406584,3000120.01516667,150613.700869124,179325.098123532,9002.57874703838,374960.999735561,18824.0015620248,1614132.49537699,81033.5811876969,3375081.01490224,169437.702431149
"55","Rotavirus","Alaska",6,1,"1 Year",0.732,1381.82551274079,19.049117927982,2889.33719339422,39.8308790966692,19.7601048321932,0.272402386370143,41.3175218655373,0.569581571082368,0.0102255087942818,0.000140963472667066,0.0213810952311172,0.00029474850531535,6909.12756370393,95.2455896399106,14446.6859669711,199.154395483347,1381825.51274079,19049.1179279822,2889337.19339422,39830.8790966696,172703.316233369,2380.79685687507,361115.141104796,4978.14293125994,1554528.82897415,21429.9147848573,3250452.33449902,44809.0220279295
